"","SUBJECT.NAME","Obesity.BMI","Obesity.BodyLength","Obesity.Date.Month","Obesity.Date.Year","Obesity.Date.Season","Obesity.Date.StudyStartSeconds","Obesity.Date.Hour","Obesity.Date.StudyDay","GENDER","Obesity.EndNormalBW","CoatColour","CageDensity","Litter","cage","Biochem.Albumin","Biochem.ALP","Biochem.ALT","Biochem.AST","Biochem.Calcium","Biochem.Chloride","Biochem.Creatinine","Biochem.Glucose","Biochem.HDL","Biochem.LDL","Biochem.Phosphorous","Biochem.Potassium","Biochem.Sodium","Biochem.Tot.Cholesterol","Biochem.Tot.Protein","Biochem.Triglycerides","Biochem.Urea","Biochem.EndNormalBW","Biochem.Date.StudyDay","Biochem.Date.Season","Biochem.Date.Month","Biochem.Date.Year","Biochem.Age"
"883","A063612603",-0.576252727721677,7,2,2004,"winter",32659200,0,379,"F",15.3,"chocolate",6,2,"58F",27.6,224,15,109,1.9,88,NA,7.35,NA,NA,NA,NA,124,2.6,45.9,NA,9.4,15.3,411,"spring",3,2004,67
"884","A063612773",-0.448428828099434,7.4,2,2004,"winter",33264000,0,386,"M",25.2,"dark.brown",4,2,"59D",26.1,221,25,88,1.85,89,20,7.04,2.04,0.43,2.62,NA,122,3.84,49.1,NA,9.3,25.2,417,"spring",3,2004,62
"885","A063613325",-0.476069875553809,7.6,2,2004,"winter",33868800,0,393,"M",22.7,"chocolate",6,4,"60A",26.9,131,32,121,1.84,88,17,6.05,1.5,0.39,3.13,NA,119,3.11,49,0.42,6.3,22.7,424,"spring",3,2004,63
"886","A063613839",-0.470617063306661,8.1,2,2004,"winter",33264000,0,386,"M",26.9,"light.brown",4,1,"59B",27,127,17,91,1.95,90,18,7.84,NA,0.44,2.7,NA,125,3.52,51.8,0.33,7.4,26.9,417,"spring",3,2004,65
"887","A063614105",-0.535182794595808,7.9,3,2004,"spring",35683200,0,414,"F",21.8,"albino",3,4,"63C",29.7,51,16,103,2.09,96,NA,8.68,NA,0.31,NA,NA,130,2.59,48.2,0.4,9.2,21.8,453,"spring",4,2004,72
"888","A063614623",-0.43008076623356,7.8,2,2004,"winter",32659200,0,379,"M",25.1,"black",4,2,"58B",29.6,119,18,114,1.89,92,19,10.97,1.48,0.45,2.8,NA,126,3.45,53.9,0.43,6.9,25.1,411,"spring",3,2004,66
"889","A063614772",-0.461827897231375,7.3,2,2004,"winter",32659200,0,379,"F",21.1,"DBA.grey",6,5,"58G",31.8,162,16,113,1.99,88,18,10.16,0.79,0.48,2.62,NA,125,2.72,51.7,NA,6.1,21.1,411,"spring",3,2004,66
"890","A063615105",-0.494154594018443,7.8,1,2004,"winter",30240000,0,351,"F",21.7,"chocolate",3,1,"54F",32,130,19,151,1.86,87,17,11.27,0.89,0.46,2.05,NA,121,3.32,51.8,NA,5.2,21.7,383,"winter",2,2004,64
"891","A063615826",-0.460800431429952,7.9,2,2004,"winter",33264000,0,386,"M",26.7,"black",4,1,"59C",27.7,150,38,132,1.96,95,19,8.21,NA,0.36,2.6,NA,133,2.94,50.2,0.1,8.7,26.7,417,"spring",3,2004,63
"892","A063618351",-0.469152325048387,7.2,3,2004,"spring",35078400,0,407,"F",20,"chocolate",4,2,"62E",27,146,13,102,1.95,94,NA,3.74,1.66,0.51,2.75,NA,127,2.96,47.7,0.4,7.5,20,439,"spring",4,2004,64
"893","A063618834",-0.397314173908845,7.9,3,2004,"spring",36892800,0,428,"M",30.3,"black",6,1,"65A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","A063619116",-0.378205259014007,7.2,2,2004,"winter",32659200,0,379,"M",25.3,"black",5,2,"58C",26.9,108,32,120,1.99,90,20,12.8,1.45,0.59,NA,NA,123,3.55,50.9,0.59,8.3,25.3,411,"spring",3,2004,66
"895","A063619274",-0.464840409231692,7.9,2,2004,"winter",34473600,0,400,"M",23.8,"black",4,1,"61B",25.9,168,35,87,2.02,96,19,NA,NA,0.57,NA,NA,131,3.17,49.8,0.46,4.7,23.8,431,"spring",3,2004,64
"896","A063619860",-0.355577857969176,7.3,3,2004,"spring",35683200,0,414,"M",27.8,"albino",5,4,"63B",27.3,126,28,63,2.31,108,19,8.42,2.06,0.36,2.31,NA,147,2.97,49.4,0.43,7.2,27.8,452,"spring",4,2004,71
"897","A063620055",-0.421706730629786,6.5,9,2003,"autumn",19958400,0,232,"F",18.3,"black",4,1,"37E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","A063621256",-0.385591624006234,7.7,1,2004,"winter",32054400,0,372,"M",30,"black",6,1,"57B",29.6,122,14,75,2.32,103,23,NA,1.75,0.49,NA,NA,146,3.17,NA,0.49,7.5,30,403,"winter",2,2004,63
"899","A063621336",-0.441766524558755,7.8,2,2004,"winter",32659200,0,379,"M",26.6,"chocolate",4,2,"58B",31.7,138,22,104,2.05,100,19,8.01,1.4,0.53,NA,NA,137,3.45,56.5,0.27,7.5,26.6,411,"spring",3,2004,66
"900","A063622326",-0.538910713413999,7.6,9,2003,"autumn",19353600,0,225,"F",19.7,"black",6,5,"36F",31.6,127,12,105,1.99,96,19,9.63,1.14,0.28,2.17,NA,130,2.45,51.3,0.28,9,19.7,257,"autumn",10,2003,67
"901","A063623288",-0.498396714782226,7.1,2,2004,"winter",34473600,0,400,"F",18.1,"chocolate",6,2,"61D",30,141,27,149,1.94,92,NA,12.02,1.18,0.33,NA,NA,123,3.34,49.5,NA,6.3,18.1,432,"spring",3,2004,62
"902","A063623891",-0.401913588073227,7.7,3,2004,"spring",35078400,0,407,"M",25.1,"black",4,1,"62A",24.6,119,17,81,2.02,95,18,8.96,1.6,0.5,NA,NA,131,2.92,45.2,0.28,10.6,25.1,439,"spring",4,2004,63
"903","A063625788",-0.424676587296803,7.7,2,2004,"winter",33868800,0,393,"M",26.8,"albino",6,4,"60A",24.3,118,25,77,2.06,95,22,11.48,2.2,0.4,2.48,NA,129,3.53,47,0.47,6.9,26.8,424,"spring",3,2004,63
"904","A063626582",-0.443812338787002,8.2,1,2004,"winter",32054400,0,372,"M",28.5,"albino",6,4,"57C",23.1,75,22,174,2.15,99,18,8.51,NA,NA,2.51,NA,139,NA,NA,NA,6.5,28.5,403,"winter",2,2004,66
"905","A063629895",-0.464840409231692,7.9,5,2004,"spring",41126400,0,477,"F",24.3,"chocolate",6,3,"72F",28,126,11,100,2.05,95,18,8.07,1.21,0.48,2.49,NA,131,2.47,46.3,0.15,7,24.3,509,"summer",6,2004,74
"906","A063630303",-0.488116639021126,8,1,2004,"winter",30240000,0,351,"M",26.1,"chocolate",6,1,"54A",28.8,100,26,80,2.17,104,NA,9.54,1.9,0.36,2.79,NA,139,3.29,51.3,NA,5.2,26.1,382,"winter",2,2004,63
"907","A063630607",-0.57467419083833,7.8,1,2004,"winter",30240000,0,351,"F",19,"chocolate",4,4,"54E",31.1,116,16,205,1.82,87,NA,12.22,1.02,0.38,2.93,NA,118,3.18,47.2,NA,6.6,19,383,"winter",2,2004,64
"908","A063632089",-0.386249196708923,7.8,1,2004,"winter",32054400,0,372,"M",28.6,"light.brown",6,4,"57C",26.2,42,16,81,1.94,91,19,7.29,1.55,0.4,NA,NA,125,3.41,NA,0.39,6.6,28.6,403,"winter",2,2004,66
"909","A063632293",-0.393530889766983,7,11,2003,"autumn",26006400,0,302,"M",23.4,"black",7,1,"47B",32.2,47,17,106,1.95,87,NA,11.14,1.76,0.42,2.13,NA,119,4.02,53.7,1.43,4.8,23.4,333,"winter",12,2003,67
"910","A063632875",-0.44307166446952,7.9,1,2004,"winter",30240000,0,351,"M",28.1,"lead",5,4,"54C",30.3,167,11,68,2.21,99,22,13.86,1.98,0.45,2.31,NA,136,3.38,51.7,0.42,7.5,28.1,382,"winter",2,2004,63
"911","A063634356",-0.343597130590801,7.2,2,2004,"winter",34473600,0,400,"M",28.9,"albino",6,2,"61A",24.3,127,18,70,1.91,92,NA,7.78,1.29,0.29,NA,NA,129,2.42,45.5,0.47,6.6,28.9,431,"spring",3,2004,63
"912","A063635803",-0.460944180564177,8.1,4,2004,"spring",37929600,0,440,"M",25.3,"chocolate",5,1,"71C",23.9,68,23,276,1.69,91,19,6.29,2.02,0.33,2.58,NA,120,3.89,44.9,0.16,7.2,25.3,501,"summer",6,2004,76
"913","A063636061",-0.397940008672038,7.5,12,2003,"winter",27216000,0,316,"M",28.7,"dark.brown",5,4,"49D",30.8,143,51,191,2.17,109,18,9.38,2.16,0.34,2.91,NA,147,3.33,52.1,0.37,8.8,28.7,361,"winter",1,2004,82
"914","A063637123",-0.398266116802174,7.3,2,2004,"winter",33868800,0,393,"M",24.8,"chocolate",6,2,"60B",25.6,145,21,86,2.09,98,20,12.59,1.66,0.38,2,NA,135,2.76,49.9,0.67,7.6,24.8,424,"spring",3,2004,60
"915","A063638035",-0.5095732785008,7.5,3,2004,"spring",36892800,0,428,"F",21.6,"chocolate",4,4,"65F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","A063638108",-0.531336174401068,7.8,3,2004,"spring",35078400,0,407,"F",21.7,"light.brown",4,2,"62E",30.6,151,26,106,2.08,93,NA,5.21,1.62,0.46,NA,NA,125,3.34,51.7,NA,9.7,21.7,439,"spring",4,2004,64
"917","A063768029",-0.470321985011807,7.8,9,2003,"autumn",19353600,0,225,"M",24.2,"black",2,5,"36A",27.8,157,25,105,2.21,105,23,9.25,1.5,0.26,2.1,NA,141,2.21,47.7,0.39,8.2,24.2,256,"autumn",10,2003,66
"918","A063768269",-0.48315920971698,7.8,4,2004,"spring",39916800,0,463,"F",24.2,"light.brown",4,1,"70H",29.5,141,21,88,2.09,92,19,11.06,1.33,0.49,2.27,NA,129,3.02,49.2,0.19,7.2,24.2,495,"spring",5,2004,71
"919","A063769277",-0.457134555417412,8.1,3,2004,"spring",35683200,0,414,"M",26.5,"silverado",5,1,"63A",28.9,140,25,90,2.28,108,19,10.69,1.45,0.28,NA,NA,146,2.23,50.1,0.41,8.9,26.5,452,"spring",4,2004,70
"920","A063770090",-0.490329093034193,7.1,2,2004,"winter",34473600,0,400,"F",17.7,"DBA.grey",6,2,"61D",24.7,125,19,80,2.01,98,NA,10.46,0.99,0.25,2.02,NA,130,1.95,44,0.27,5.7,17.7,432,"spring",3,2004,62
"921","A063770277",-0.477379686433271,8.2,4,2004,"spring",39312000,0,456,"M",24,"black",4,5,"69A",24.7,86,24,78,1.93,92,NA,13.17,1.09,0.51,2.13,NA,127,2.43,45.7,0.23,7.4,24,487,"spring",5,2004,71
"922","A063771357",-0.480784864592768,7.4,9,2003,"autumn",19353600,0,225,"F",21,"albino",6,4,"36E",31.4,71,NA,197,1.79,90,NA,7.49,0.83,0.48,NA,NA,121,3.54,51.7,NA,5.8,21,257,"autumn",10,2003,68
"923","A063772262",-0.464565217775626,7.5,2,2004,"winter",33264000,0,386,"F",22.4,"albino",4,3,"59H",26,118,76,339,2.04,98,21,9.39,1.31,0.24,2.42,NA,130,2.22,43.7,0.34,8.6,22.4,418,"spring",3,2004,66
"924","A063772352",-0.461967449155551,7.1,2,2004,"winter",33264000,0,386,"F",20.4,"chocolate",4,1,"59F",30.7,186,23,161,1.99,93,18,13.5,1.14,0.41,2.54,NA,126,2.83,53.3,0.1,6.6,20.4,418,"spring",3,2004,65
"925","A063772894",-0.431431627973783,8,2,2004,"winter",32659200,0,379,"M",27.3,"chocolate",4,1,"58A",22,121,9,70,1.98,92,18,NA,1.27,0.29,NA,NA,122,2.26,41.5,0.67,7.4,27.3,411,"spring",3,2004,66
"926","A063773074",-0.466574332255837,7.3,1,2004,"winter",30240000,0,351,"F",19.5,"chocolate",3,1,"54F",28.5,142,27,246,1.94,95,NA,10.23,1.32,0.4,2.61,NA,128,2.89,47.3,0.11,10,19.5,383,"winter",2,2004,64
"927","A063773299",-0.435911391909708,7.2,1,2004,"winter",32054400,0,372,"F",22.3,"light.brown",4,1,"57F",32.9,129,NA,163,1.85,87,18,5.9,NA,NA,3.07,NA,119,NA,51.7,NA,7.1,22.3,404,"winter",2,2004,66
"928","A063773367",-0.450154116790764,8,2,2004,"winter",33264000,0,386,"M",27.2,"silverado",4,1,"59C",29.5,152,24,95,2.23,104,20,7.21,NA,0.4,2.8,NA,145,2.87,52.4,0.36,8.1,27.2,417,"spring",3,2004,63
"929","A063775561",-0.525741238362966,7.9,9,2003,"autumn",19353600,0,225,"F",21.2,"black",6,5,"36F",33,121,17,108,2,96,19,9.98,1.35,0.44,2.89,NA,127,3.14,56,NA,5.9,21.2,257,"autumn",10,2003,67
"930","A063775856",-0.514104820972832,7,3,2004,"spring",36892800,0,428,"F",16.7,"sand",4,3,"65D",26.5,87,18,NA,1.74,90,NA,4.72,0.61,0.3,2.71,NA,117,2.6,42.5,0.16,5.7,16.7,467,"spring",4,2004,70
"931","A063777011",-0.402844933425144,6.4,2,2004,"winter",33868800,0,393,"F",18.4,"chocolate",6,1,"60E",32.6,132,NA,NA,1.67,84,19,5.29,0.67,0.47,2.47,NA,113,3.56,52.1,NA,7.4,18.4,425,"spring",3,2004,69
"932","A063777532",-0.456797688976278,7.9,3,2004,"spring",35683200,0,414,"M",26.7,"chocolate",5,1,"63A",32.7,93,30,119,2.12,97,19,10.52,1.49,0.5,2.26,NA,133,3.56,55.8,0.69,8.6,26.7,452,"spring",4,2004,70
"933","A063778259",-0.441798249200421,7.4,9,2003,"autumn",20563200,0,239,"F",22.8,"light.brown",5,1,"38H",NA,169,13,NA,2.07,92,NA,10.01,NA,NA,2.49,NA,129,NA,NA,NA,7.9,22.8,271,"autumn",10,2003,65
"934","A063779516",-0.568278938838628,7.5,4,2004,"spring",37929600,0,440,"F",17.2,"chocolate",5,1,"71E",28.8,140,17,77,1.97,93,NA,5.19,0.98,0.35,2.85,NA,126,2.34,48.5,0.24,7.8,17.2,NA,NA,NA,NA,71
"935","A063779838",-0.468967145371727,7.3,2,2004,"winter",32659200,0,379,"F",20.7,"chocolate",6,2,"58F",28.5,138,8,139,1.9,86,NA,10.27,0.75,0.36,2.94,NA,117,2.62,48.7,0.21,5.9,20.7,411,"spring",3,2004,67
"936","A063787304",-0.360685278546684,7.9,9,2003,"autumn",21168000,0,246,"M",29.8,"light.brown",4,1,"39B",NA,143,22,55,2.24,98,NA,13.54,2,0.44,2.72,7.3,137,3.06,42.8,1.2,8.4,29.8,277,"autumn",10,2003,64
"937","A063788521",-0.458431127141094,7.6,9,2003,"autumn",19958400,0,232,"M",23.9,"lead",4,2,"37A",25.7,103,6,77,2.01,95,21,8.7,1.6,0.36,2.06,NA,129,3.03,48.2,NA,8.1,23.9,263,"autumn",10,2003,67
"938","A063789566",-0.531336174401068,7.8,4,2004,"spring",39312000,0,456,"F",21,"light.brown",3,2,"69F",31.8,228,35,138,2.15,100,NA,8.57,1.51,0.63,3.02,NA,135,2.72,52.8,0.28,8.5,21,488,"spring",5,2004,71
"939","A063789585",-0.449646831745914,7,3,2004,"spring",37497600,0,435,"M",24.5,"chocolate",4,4,"66A",26.3,113,18,76,1.96,99,17,9.06,1.9,0.4,1.95,NA,131,3.29,48.8,0.43,7.6,24.5,473,"spring",5,2004,74
"940","A063789782",-0.490051138798325,7.5,2,2004,"winter",33264000,0,386,"F",20.2,"black",4,1,"59G",28.3,178,21,101,2.28,103,21,12.99,1.24,0.39,2.14,NA,140,2.15,51.5,0.37,7,20.2,418,"spring",3,2004,66
"941","A063790079",-0.515302875475779,7.7,2,2004,"winter",33264000,0,386,"F",22.4,"black",4,3,"59E",26.1,92,15,103,2.15,98,20,10.51,1.24,0.35,2.04,NA,130,2.29,46.1,0.28,8,22.4,418,"spring",3,2004,63
"942","A063790268",-0.402003705613423,7.4,3,2004,"spring",35078400,0,407,"M",24.7,"dark.brown",5,5,"62B",24.8,92,20,77,2.05,94,17,9.32,1.41,0.35,2.65,NA,128,2.94,48.3,1.14,7.6,24.7,439,"spring",4,2004,63
"943","A063790772",-0.442567676995773,7.7,9,2003,"autumn",19958400,0,232,"M",27.6,"black",5,2,"37H",27.9,128,17,77,2.23,98,26,11.5,1.71,0.36,2.79,NA,140,2.96,51.9,1.39,6.9,27.6,264,"autumn",10,2003,65
"944","A063791068",-0.426709578406198,7.4,12,2003,"winter",29030400,0,337,"F",24.6,"chocolate",4,2,"52F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","A063792845",-0.396049822397443,6.6,10,2003,"autumn",23587200,0,274,"F",18.5,"black",5,2,"43E",28.5,104,31,109,2.06,101,20,10.57,1.01,0.28,2.44,NA,134,2.21,47.7,0.52,8.9,18.5,306,"autumn",11,2003,69
"946","A063793601",-0.466722019423137,8.1,3,2004,"spring",35683200,0,414,"M",28.4,"lead",5,1,"63A",27.8,108,24,67,2.35,109,20,10.96,1.65,0.46,2.27,NA,147,2.63,51.8,0.39,9.9,28.4,452,"spring",4,2004,70
"947","A063795281",-0.524288964382994,8.3,3,2004,"spring",36892800,0,428,"F",26,"black",3,1,"65G",29.8,111,13,98,1.99,96,NA,5.96,1.47,0.45,2.44,NA,129,3.23,50.5,NA,9.5,26,467,"spring",4,2004,71
"948","A063797783",-0.528774628357727,8.2,9,2003,"autumn",19353600,0,225,"F",21.8,"black",6,4,"36E",NA,132,NA,NA,1.88,91,NA,6.46,0.86,0.41,2.95,NA,120,3.68,NA,NA,9,21.8,257,"autumn",10,2003,68
"949","A063798057",-0.501119573117699,7.1,4,2004,"spring",39312000,0,456,"F",19.4,"chocolate",4,3,"69E",29.3,116,26,103,2.03,94,NA,10.03,0.86,0.3,2.6,NA,125,1.95,49.8,NA,8.9,19.4,488,"spring",5,2004,72
"950","A063798078",-0.524117817395886,7.8,3,2004,"spring",35683200,0,414,"F",20.9,"chocolate",3,1,"63F",29.5,186,19,93,2.08,99,18,6.5,1.65,0.32,1.79,NA,135,2.46,49.6,0.32,6.7,20.9,453,"spring",4,2004,71
"951","A063798598",-0.444909737372417,6.8,2,2004,"winter",33868800,0,393,"F",18.3,"light.brown",6,2,"60D",24.5,179,17,83,1.9,90,NA,9.66,0.93,0.23,2.04,NA,124,1.96,43.9,0.37,4.7,18.3,425,"spring",3,2004,70
"952","A063799614",-0.46462888456519,6.7,3,2004,"spring",36288000,0,421,"F",18.7,"chocolate",6,1,"64F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","A063800843",-0.503155838133233,7.8,2,2004,"winter",32659200,0,379,"F",22.7,"chocolate",6,5,"58G",28.6,149,12,92,1.96,86,17,10.93,0.93,0.33,2.38,8.9,125,2.39,46.6,NA,5.9,22.7,411,"spring",3,2004,66
"954","A063801090",-0.429085571426177,8.5,2,2004,"winter",32659200,0,379,"M",29.5,"albino",3,3,"58D",26.6,122,30,176,1.82,90,18,8.83,2.2,0.52,2.55,NA,125,4.3,51,0.22,8.4,29.5,411,"spring",3,2004,66
"955","A063801554",-0.425968732272281,8,4,2004,"spring",39312000,0,456,"M",27,"chocolate",4,5,"69A",23.5,84,36,92,2.01,92,NA,11.51,1.57,0.63,2.5,NA,130,2.92,44.8,0.45,7.1,27,487,"spring",5,2004,71
"956","A063802607",-0.500828604537263,8,11,2003,"autumn",24796800,0,288,"M",22.9,"light.brown",6,3,"45E",29.9,85,9,87,1.89,85,20,9.61,1.39,0.44,2.91,NA,120,3.42,48.5,NA,6.9,22.9,320,"winter",12,2003,68
"957","A063802835",-0.452831501758677,7.9,10,2003,"autumn",22982400,0,267,"M",27.8,"chocolate",6,1,"42B",26.7,154,22,85,2.02,98,20,8.56,2.35,0.48,3.46,NA,135,3.69,50.2,0.49,8.5,27.8,298,"autumn",11,2003,64
"958","A063802870",-0.406499434129858,7.3,10,2003,"autumn",23587200,0,274,"M",25.5,"light.brown",6,6,"43B",27.2,134,17,103,2.04,98,22,11.45,1.56,0.46,2.58,NA,133,3.25,51.3,0.83,7.2,25.5,305,"autumn",11,2003,65
"959","A063804009",-0.474629992824477,7.1,11,2003,"autumn",26611200,0,309,"F",23.1,"dark.brown",4,7,"48E",30.4,176,22,120,2.01,98,NA,6.29,1.23,0.25,2.09,NA,131,2.46,51.2,0.64,7.7,23.1,355,"winter",1,2004,65
"960","A063804552",-0.449847169853,7.2,3,2004,"spring",36892800,0,428,"F",20.6,"black",3,1,"65G",30.4,75,16,122,1.87,90,NA,6.17,1.35,0.36,2.44,NA,121,3.36,50,NA,7.9,20.6,467,"spring",4,2004,71
"961","A063806359",-0.372132745065752,7,10,2003,"autumn",23587200,0,274,"M",24,"black",5,3,"43C",26.7,162,34,115,1.98,97,20,9.87,1.82,0.19,2.36,NA,135,2.91,49.5,0.28,7.7,24,305,"autumn",11,2003,69
"962","A063807802",-0.528412286012709,8.4,11,2003,"autumn",25401600,0,295,"F",25.1,"light.brown",4,1,"46D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","A063808624",-0.501139843808465,7.7,11,2003,"autumn",26611200,0,309,"M",25.7,"black",6,3,"48C",26.8,177,59,428,1.74,91,17,5.61,0.98,0.23,3.6,NA,124,2.51,48.8,0.53,7.4,25.7,354,"winter",1,2004,63
"964","A063808790",-0.460800431429952,7.9,12,2003,"winter",29030400,0,337,"M",28.3,"black",5,4,"52B",30.3,103,13,326,1.86,94,NA,13.09,0.95,0.54,3,NA,124,3.09,47.5,0.19,8.8,28.3,375,"winter",1,2004,70
"965","A063810348",-0.498759015627238,7.3,9,2003,"autumn",21772800,0,253,"F",20.3,"black",4,2,"40D",28.3,71,NA,NA,NA,81,18,4.1,0.73,0.49,2.31,NA,NA,3.93,NA,0.53,5.5,20.3,285,"autumn",10,2003,62
"966","A063811098",-0.401346257363949,8,9,2003,"autumn",20563200,0,239,"M",32.3,"dark.brown",4,2,"38C",NA,105,21,99,2.19,99,NA,11.18,1.65,0.37,2.93,NA,138,2.87,46.3,1.14,8.6,32.3,271,"autumn",10,2003,63
"967","A063812098",-0.491948521714954,7.2,1,2004,"winter",30844800,0,358,"F",18.1,"chocolate",4,5,"55G",28.1,177,17,152,1.76,82,17,4.47,0.86,0.3,3.04,NA,110,2.89,48.7,NA,7.8,18.1,390,"winter",2,2004,64
"968","A063812869",-0.487671437052971,7.5,8,2003,"summer",18748800,0,218,"F",21.2,"chocolate",4,2,"35H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","A063813024",-0.417928769363368,8.5,2,2004,"winter",33264000,0,386,"M",36,"light.brown",4,1,"59A",27.4,106,25,78,2.21,103,22,8.33,NA,0.28,2.82,NA,144,2.87,52.7,0.66,6.8,36,417,"spring",3,2004,66
"970","A063813601",-0.4358843423328,7.8,9,2003,"autumn",20563200,0,239,"M",27.4,"chocolate",4,1,"38A",NA,152,12,60,2.2,98,NA,13.15,1.57,0.59,2.53,NA,137,2.91,43.2,0.35,7.5,27.4,270,"autumn",10,2003,64
"971","A063815560",-0.432059191820639,7.5,9,2003,"autumn",19958400,0,232,"M",28.8,"dark.brown",4,6,"37B",28.8,131,10,69,2.21,104,24,NA,1.45,0.32,2.64,NA,143,2.69,53.3,0.95,11.7,28.8,263,"autumn",10,2003,64
"972","A063816580",-0.52514660673616,8,2,2004,"winter",33264000,0,386,"F",20.9,"light.brown",4,1,"59G",26.1,144,NA,NA,1.99,103,NA,6.92,1.18,0.35,2.93,NA,134,2.07,43.3,0.24,8.9,20.9,418,"spring",3,2004,66
"973","A063818533",-0.432059191820639,7.5,2,2004,"winter",33868800,0,393,"M",25.9,"dark.brown",3,4,"60C",21,158,10,95,1.93,92,20,6.48,1.27,0.29,1.58,5.1,128,1.9,41.2,0.34,6.2,25.9,424,"spring",3,2004,62
"974","A063819817",-0.440507143598857,7.2,3,2004,"spring",36892800,0,428,"F",16.7,"chocolate",4,4,"65F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","A063820535",-0.50460985896925,7.5,3,2004,"spring",36892800,0,428,"F",20.8,"sand",4,3,"65D",27.8,139,15,112,1.9,94,NA,9.78,0.96,0.35,1.95,NA,126,2.39,46.3,0.11,6.2,20.8,467,"spring",4,2004,70
"976","A063820626",-0.425720165190199,8.7,4,2004,"spring",39312000,0,456,"M",33.8,"dark.brown",4,1,"69B",25.3,77,36,104,1.89,93,NA,9.85,1.31,0.64,2.56,NA,124,3.15,46.8,0.23,8.4,33.8,487,"spring",5,2004,71
"977","A063820850",-0.468218859924043,7.8,2,2004,"winter",32659200,0,379,"M",24.1,"black",4,1,"58A",28.1,123,14,130,1.71,83,17,7.08,1.02,0.29,2.38,NA,115,2.94,51.2,0.24,6.6,24.1,411,"spring",3,2004,66
"978","A063821291",-0.455162210758403,7.4,3,2004,"spring",35078400,0,407,"F",21.2,"dark.brown",6,3,"62D",31.8,220,15,100,1.9,91,17,5.83,0.97,0.49,2.89,NA,123,2.73,52.2,NA,11.5,21.2,439,"spring",4,2004,64
"979","A063822811",-0.459063779155841,8.6,3,2004,"spring",35078400,0,407,"M",31.3,"dark.brown",5,5,"62B",27.7,112,64,130,2.17,101,18,10.59,1.83,0.32,2.64,NA,139,3.03,52.4,1.35,7.8,31.3,439,"spring",4,2004,63
"980","A063823314",-0.355643050220869,6.3,4,2004,"spring",39312000,0,456,"F",19.2,"lead",5,3,"69G",27.5,133,24,122,2.03,98,NA,5.35,1,0.32,NA,NA,129,1.95,45.6,0.4,6.7,19.2,488,"spring",5,2004,72
"981","A063823801",-0.556302500767287,7.2,2,2004,"winter",34473600,0,400,"F",17.3,"light.brown",4,3,"61F",21,129,NA,NA,1.74,98,17,7.04,NA,0.3,3.18,NA,126,1.67,NA,0.51,9.7,17.3,432,"spring",3,2004,64
"982","A063823828",-0.454918115382202,7.7,2,2004,"winter",33264000,0,386,"M",26.5,"chocolate",4,2,"59D",26.7,198,17,70,2.02,93,19,11.46,2.61,0.46,2.38,NA,128,3.81,51.2,0.31,5.8,26.5,417,"spring",3,2004,62
"983","A063825775",-0.461827897231375,7.3,1,2004,"winter",32054400,0,372,"F",21.9,"black",4,1,"57G",27.8,143,11,86,1.91,92,NA,7.22,1.11,0.3,1.88,8.9,123,2.38,48.2,0.12,6.9,21.9,404,"winter",2,2004,64
"984","A063832352",-0.516114516747433,7.6,2,2004,"winter",32659200,0,379,"F",18.2,"chocolate",4,2,"58E",27.8,130,17,124,1.79,90,NA,11.52,1.08,0.43,NA,NA,122,2.84,45.5,NA,6.3,18.2,411,"spring",3,2004,67
"985","A063832587",-0.361157735350012,7.3,1,2004,"winter",31449600,0,365,"M",27.7,"black",6,3,"56C",31.7,94,23,106,2.18,98,24,13.58,1.81,0.45,2.8,NA,138,3.81,56.7,0.44,6.7,27.7,397,"winter",2,2004,63
"986","A063832617",-0.497269495803507,7.5,3,2004,"spring",36892800,0,428,"F",20,"chocolate",4,3,"65D",29.4,122,14,124,1.94,93,NA,7.56,0.8,0.33,2.07,NA,124,2.24,48.8,NA,5.9,20,467,"spring",4,2004,70
"987","A063832855",-0.415569496975755,8.1,2,2004,"winter",33264000,0,386,"M",29,"chocolate",4,1,"59B",29.9,154,18,74,2.13,98,20,9.66,NA,0.45,2.49,NA,139,3.81,57.8,0.36,6.6,29,417,"spring",3,2004,65
